Category,File Name,Title,Creator,Description,Keywords,Artwork_Type,SpacesSet
SET 22,5332327276.jpg,Temple of Dendur VI,"Joe Josephs: 1,355,720 views - thank you",<a href=http://www.joejosephs.com rel=nofollow>www.joejosephs.com</a>;<a href=http://www.smugmug.com/gallery/10555182_uKqYq#725981428_YnEm4 rel=nofollow>www.smugmug.com/gallery/10555182_uKqYq#725981428_YnEm4</a>;<a href=http://www.smugmug.com/gallery/11221478_oRuLZ#811096803_yxf5s rel=nofollow>www.smugmug.com/gallery/11221478_oRuLZ#811096803_yxf5s</a>,"'Joe Josephs: 1,355,720 views - thank you: met,Joe Josephs: 1,355,720 views - thank you: metmuseum,Joe Josephs: 1,355,720 views - thank you: art,Joe Josephs: 1,355,720 views - thank you: museumsnewyorkcity,Joe Josephs: 1,355,720 views - thank you: culture,Joe Josephs: 1,355,720 views - thank you: nikond700,Joe Josephs: 1,355,720 views - thank you: joejosephs,Joe Josephs: 1,355,720 views - thank you: metropolitanmuseum,Joe Josephs: 1,355,720 views - thank you: joejosephsphotography,Joe Josephs: 1,355,720 views - thank you: nikon,Joe Josephs: 1,355,720 views - thank you: nikoncamera,Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephs,Joe Josephs: 1,355,720 views - thank you: allrightsreserved,Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephsphotography,',Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephspho,3D,Artwork,Stylized,Inhabited,Temple_Dendur,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 22,5332328950.jpg,Temple of Dendur I,"Joe Josephs: 1,355,720 views - thank you",<a href=http://www.joejosephs.com rel=nofollow>www.joejosephs.com</a>;<a href=http://www.smugmug.com/gallery/10555182_uKqYq#725981428_YnEm4 rel=nofollow>www.smugmug.com/gallery/10555182_uKqYq#725981428_YnEm4</a>;<a href=http://www.smugmug.com/gallery/11221478_oRuLZ#811096803_yxf5s rel=nofollow>www.smugmug.com/gallery/11221478_oRuLZ#811096803_yxf5s</a>,"'Joe Josephs: 1,355,720 views - thank you: met,Joe Josephs: 1,355,720 views - thank you: metmuseum,Joe Josephs: 1,355,720 views - thank you: art,Joe Josephs: 1,355,720 views - thank you: museumsnewyorkcity,Joe Josephs: 1,355,720 views - thank you: culture,Joe Josephs: 1,355,720 views - thank you: nikond700,Joe Josephs: 1,355,720 views - thank you: joejosephs,Joe Josephs: 1,355,720 views - thank you: metropolitanmuseum,Joe Josephs: 1,355,720 views - thank you: joejosephsphotography,Joe Josephs: 1,355,720 views - thank you: nikon,Joe Josephs: 1,355,720 views - thank you: nikoncamera,Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephs,Joe Josephs: 1,355,720 views - thank you: allrightsreserved,Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephsphotography,',Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephspho,3D,Artwork,Stylized,Inhabited,Temple_Dendur,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 22,5332336140.jpg,Temple of Dendur IV,"Joe Josephs: 1,355,720 views - thank you",<a href=http://www.joejosephs.com rel=nofollow>www.joejosephs.com</a>;<a href=http://www.smugmug.com/gallery/10555182_uKqYq#725981428_YnEm4 rel=nofollow>www.smugmug.com/gallery/10555182_uKqYq#725981428_YnEm4</a>;<a href=http://www.smugmug.com/gallery/11221478_oRuLZ#811096803_yxf5s rel=nofollow>www.smugmug.com/gallery/11221478_oRuLZ#811096803_yxf5s</a>,"'Joe Josephs: 1,355,720 views - thank you: met,Joe Josephs: 1,355,720 views - thank you: metmuseum,Joe Josephs: 1,355,720 views - thank you: art,Joe Josephs: 1,355,720 views - thank you: museumsnewyorkcity,Joe Josephs: 1,355,720 views - thank you: culture,Joe Josephs: 1,355,720 views - thank you: nikond700,Joe Josephs: 1,355,720 views - thank you: joejosephs,Joe Josephs: 1,355,720 views - thank you: metropolitanmuseum,Joe Josephs: 1,355,720 views - thank you: joejosephsphotography,Joe Josephs: 1,355,720 views - thank you: nikon,Joe Josephs: 1,355,720 views - thank you: nikoncamera,Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephs,Joe Josephs: 1,355,720 views - thank you: allrightsreserved,Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephsphotography,',Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephspho,3D,Artwork,Stylized,Inhabited,Temple_Dendur,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 22,5332337986.jpg,Temple of Dendur V,"Joe Josephs: 1,355,720 views - thank you",<a href=http://www.joejosephs.com rel=nofollow>www.joejosephs.com</a>;<a href=http://www.smugmug.com/gallery/10555182_uKqYq#725981428_YnEm4 rel=nofollow>www.smugmug.com/gallery/10555182_uKqYq#725981428_YnEm4</a>;<a href=http://www.smugmug.com/gallery/11221478_oRuLZ#811096803_yxf5s rel=nofollow>www.smugmug.com/gallery/11221478_oRuLZ#811096803_yxf5s</a>,"'Joe Josephs: 1,355,720 views - thank you: met,Joe Josephs: 1,355,720 views - thank you: metmuseum,Joe Josephs: 1,355,720 views - thank you: art,Joe Josephs: 1,355,720 views - thank you: museumsnewyorkcity,Joe Josephs: 1,355,720 views - thank you: culture,Joe Josephs: 1,355,720 views - thank you: nikond700,Joe Josephs: 1,355,720 views - thank you: joejosephs,Joe Josephs: 1,355,720 views - thank you: metropolitanmuseum,Joe Josephs: 1,355,720 views - thank you: joejosephsphotography,Joe Josephs: 1,355,720 views - thank you: nikon,Joe Josephs: 1,355,720 views - thank you: nikoncamera,Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephs,Joe Josephs: 1,355,720 views - thank you: allrightsreserved,Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephsphotography,',Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephspho,3D,Artwork,Stylized,Inhabited,Temple_Dendur,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 22,5333296167.jpg,European Sculpture - MET Museum,"Joe Josephs: 1,355,720 views - thank you",<a href=http://www.joejosephs.com rel=nofollow>www.joejosephs.com</a>;<a href=http://www.smugmug.com/gallery/10555182_uKqYq#725981428_YnEm4 rel=nofollow>www.smugmug.com/gallery/10555182_uKqYq#725981428_YnEm4</a>;<a href=http://www.smugmug.com/gallery/11221478_oRuLZ#811096803_yxf5s rel=nofollow>www.smugmug.com/gallery/11221478_oRuLZ#811096803_yxf5s</a>,"'Joe Josephs: 1,355,720 views - thank you: templeofdendur,Joe Josephs: 1,355,720 views - thank you: met,Joe Josephs: 1,355,720 views - thank you: art,Joe Josephs: 1,355,720 views - thank you: ancientegypt,Joe Josephs: 1,355,720 views - thank you: metmuseum,Joe Josephs: 1,355,720 views - thank you: newyorkcity,Joe Josephs: 1,355,720 views - thank you: culture,Joe Josephs: 1,355,720 views - thank you: nikond700,Joe Josephs: 1,355,720 views - thank you: joejosephs,Joe Josephs: 1,355,720 views - thank you: metropolitanmuseum,Joe Josephs: 1,355,720 views - thank you: joejosephsphotography,Joe Josephs: 1,355,720 views - thank you: nikon,Joe Josephs: 1,355,720 views - thank you: nikoncamera,Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephs,Joe Josephs: 1,355,720 views - thank you: allrightsreserved,Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephsphotography,',Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephspho,3D,Artwork,Stylized,Inhabited,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 23,3172700467.jpg,LNYCart448,qpkarl,"Something simple and modern at the <a href=http://en.wikipedia.org/wiki/Metropolitan_Museum_of_Art_New_York rel=nofollow>Metropolitan Museum of Art</a>, New York City.;;<b>NOTE:</b> Look &quot;<a href=http://farm5.static.flickr.com/4054/4577026379_ec438d4f69_o.jpg rel=nofollow>wall-eyed</a>&quot; at the top pair or &quot;<a href=http://farm5.static.flickr.com/4058/4577026407_895e8bfdd2_o.jpg rel=nofollow>cross-eyed</a>&quot; at the bottom pair to get a 3D image from the fused pictures. <a href=http://farm6.static.flickr.com/5042/5284135743_b8a35ae0b1_z.jpg rel=nofollow>Another illustration</a>.;;Here's a <a href=http://www.flickr.com/photos/12671646@N07/6076850770/in/photostream/>helpful tip</a> for viewing stereo pairs.;;If you'd like to browse a bit, please enjoy a somewhat <a href=http://www.flickriver.com/photos/12671646@N07/random/ rel=nofollow>random sampling</a> of my photos.","qpkarl: 3d,qpkarl: stereo,qpkarl: stereogram,qpkarl: stereograph,qpkarl: stereography,qpkarl: canondigitalrebel,qpkarl: newyorkcity,qpkarl: metropolitanmuseum,qpkarl: artgalleryandmuseums,qpkarl: stereographic,qpkarl: stereoscope,qpkarl: stereoscopic,qpkarl: stereoscopy,qpkarl: stereophotography,Description,3D,Artwork,Modern_Levine_Court_915,Space,Art2or3,painting_and_sculpture",Sculpture,DeptSpaces
SET 23,4762238135.jpg,The Metropolitan Museum of Art,Alex E. Pajares,NA,"NA,3D,Artwork,Inhabited,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 23,4762238171.jpg,The Metropolitan Museum of Art,Alex E. Pajares,NA,"NA,3D,Artwork,Inhabited,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 23,4993380933.jpg,New York,dok1969,NA,"NA,3D,Artwork,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 23,5193207471.jpg,NYC - The Met,christiNYCa,NA,"christiNYCa: themetropolitanmuseumofart,christiNYCa: themet,christiNYCa: artmuseum,christiNYCa: nyc,christiNYCa: manhattan,christiNYCa: fifthavenue,christiNYCa: museummile,christiNYCa: gothamist,christiNYCa: newyorkcity,3D,Artwork,Inhabited,Temple_Dendur,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 23,5193210923.jpg,NYC - The Met,christiNYCa,NA,"christiNYCa: themetropolitanmuseumofart,christiNYCa: themet,christiNYCa: artmuseum,christiNYCa: nyc,christiNYCa: manhattan,christiNYCa: fifthavenue,christiNYCa: museummile,christiNYCa: gothamist,christiNYCa: newyorkcity,3D,Artwork,Inhabited,Temple_Dendur,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 23,5193212795.jpg,NYC - The Met,christiNYCa,NA,"christiNYCa: themetropolitanmuseumofart,christiNYCa: themet,christiNYCa: artmuseum,christiNYCa: nyc,christiNYCa: manhattan,christiNYCa: fifthavenue,christiNYCa: museummile,christiNYCa: gothamist,christiNYCa: newyorkcity,3D,Artwork,Temple_Dendur,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 23,5193214459.jpg,NYC - The Met,christiNYCa,NA,"christiNYCa: themetropolitanmuseumofart,christiNYCa: themet,christiNYCa: artmuseum,christiNYCa: nyc,christiNYCa: manhattan,christiNYCa: fifthavenue,christiNYCa: museummile,christiNYCa: gothamist,christiNYCa: newyorkcity,3D,Artwork,Temple_Dendur,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 23,5193219837.jpg,NYC - The Met,christiNYCa,NA,"christiNYCa: themetropolitanmuseumofart,christiNYCa: themet,christiNYCa: artmuseum,christiNYCa: nyc,christiNYCa: manhattan,christiNYCa: fifthavenue,christiNYCa: museummile,christiNYCa: gothamist,christiNYCa: newyorkcity,3D,Artwork,Inhabited,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 23,5193221503.jpg,NYC - The Met,christiNYCa,NA,"christiNYCa: themetropolitanmuseumofart,christiNYCa: themet,christiNYCa: artmuseum,christiNYCa: nyc,christiNYCa: manhattan,christiNYCa: fifthavenue,christiNYCa: museummile,christiNYCa: gothamist,christiNYCa: newyorkcity,3D,Artwork,Inhabited,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 23,5193223143.jpg,NYC - The Met,christiNYCa,NA,"christiNYCa: themetropolitanmuseumofart,christiNYCa: themet,christiNYCa: artmuseum,christiNYCa: nyc,christiNYCa: manhattan,christiNYCa: fifthavenue,christiNYCa: museummile,christiNYCa: gothamist,christiNYCa: newyorkcity,3D,Artwork,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 23,5193226357.jpg,NYC - The Met,christiNYCa,NA,"christiNYCa: themetropolitanmuseumofart,christiNYCa: themet,christiNYCa: artmuseum,christiNYCa: nyc,christiNYCa: manhattan,christiNYCa: fifthavenue,christiNYCa: museummile,christiNYCa: gothamist,christiNYCa: newyorkcity,3D,Artwork,Inhabited,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 23,5193229475.jpg,NYC - The Met,christiNYCa,NA,"christiNYCa: themetropolitanmuseumofart,christiNYCa: themet,christiNYCa: artmuseum,christiNYCa: nyc,christiNYCa: manhattan,christiNYCa: fifthavenue,christiNYCa: museummile,christiNYCa: gothamist,christiNYCa: newyorkcity,3D,Artwork,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces
SET 23,5193232799.jpg,NYC - The Met,christiNYCa,NA,"christiNYCa: themetropolitanmuseumofart,christiNYCa: themet,christiNYCa: artmuseum,christiNYCa: nyc,christiNYCa: manhattan,christiNYCa: fifthavenue,christiNYCa: museummile,christiNYCa: gothamist,christiNYCa: newyorkcity,3D,Artwork,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces
SET 23,5193234191.jpg,NYC - The Met,christiNYCa,NA,"christiNYCa: themetropolitanmuseumofart,christiNYCa: themet,christiNYCa: artmuseum,christiNYCa: nyc,christiNYCa: manhattan,christiNYCa: fifthavenue,christiNYCa: museummile,christiNYCa: gothamist,christiNYCa: newyorkcity,3D,Artwork,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces
SET 23,5193822104.jpg,NYC - The Met,christiNYCa,NA,"christiNYCa: themetropolitanmuseumofart,christiNYCa: themet,christiNYCa: artmuseum,christiNYCa: nyc,christiNYCa: manhattan,christiNYCa: fifthavenue,christiNYCa: museummile,christiNYCa: gothamist,christiNYCa: newyorkcity,3D,Artwork,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 23,5193828370.jpg,NYC - The Met,christiNYCa,NA,"christiNYCa: themetropolitanmuseumofart,christiNYCa: themet,christiNYCa: artmuseum,christiNYCa: nyc,christiNYCa: manhattan,christiNYCa: fifthavenue,christiNYCa: museummile,christiNYCa: gothamist,christiNYCa: newyorkcity,3D,Artwork,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces
SET 23,5193861024.jpg,NYC - The Met,christiNYCa,NA  addl Gallery 241 - South Asian Hindu-Buddhist and Jain Sculpture Part of Asian Art,"christiNYCa: themetropolitanmuseumofart,christiNYCa: themet,christiNYCa: artmuseum,christiNYCa: nyc,christiNYCa: manhattan,christiNYCa: fifthavenue,christiNYCa: museummile,christiNYCa: gothamist,christiNYCa: newyorkcity,3D,Artwork,Space,sculpture,Art2or3",Sculpture,DeptSpaces
SET 23,5193862486.jpg,NYC - The Met,christiNYCa,NA  addl Gallery 241 - South Asian Hindu-Buddhist and Jain Sculpture Part of Asian Art,"christiNYCa: themetropolitanmuseumofart,christiNYCa: themet,christiNYCa: artmuseum,christiNYCa: nyc,christiNYCa: manhattan,christiNYCa: fifthavenue,christiNYCa: museummile,christiNYCa: gothamist,christiNYCa: newyorkcity,3D,Artwork,Space,architecture,Art2or3",Architecture,DeptSpaces
SET 23,5193866038.jpg,NYC - The Met: The Astor Court,christiNYCa,"The Astor Court, located in The Metropolitan Museum of Art in New York City New York, United States, is a re-creation of a Ming Dynasty-style, Chinese-garden courtyard.;The first permanent cultural exchange between the U.S. and the People's Republic of China, the installation was completed in 1981. Conceived by museum trustee Brooke Astor, the courtyard was created and assembled by expert craftsmen from China using traditional methods, materials and hand tools.;;Details in the architectural elements can be easily missed, but amplify the Chinese sensibility that informs the design. For example, the court has several examples of Chinese wordplay. The colonnade jogs around a taihu rock called a &quot;bamboo shoot&quot; for its tall, narrow shape. This is a &quot;visual pun on the surrounding live bamboo.&quot;;;The court includes elaborate compositions of rocks. One large rock, part of a configuration salvaged from an abandoned garden near Tiger Hill at the edge of Suzhou, resembles a famous one in the Lion Grove Garden in Suzou, and illustrates an important quality of rock aesthetic, that the base should be narrower than the peak.;;<a href=http://en.wikipedia.org/wiki/Astor_Court rel=nofollow>en.wikipedia.org/wiki/Astor_Court</a>  addl The Astor Chinese Garden Court Date: 17th century style Medium: Taihu rocks, granite terrace, ceramic tile flooring, roof tiles, and door frames, various woods (nan wood columns, pine beams, gingko latticework), brass fittings Accession Number: Astor Court On view in Gallery 217","christiNYCa: themetropolitanmuseumofart,christiNYCa: themet,christiNYCa: artmuseum,christiNYCa: nyc,christiNYCa: manhattan,christiNYCa: fifthavenue,christiNYCa: museummile,christiNYCa: gothamist,christiNYCa: newyorkcity,Description,3D,Artwork,Space,architecture,Art2or3",Architecture,DeptSpaces
SET 23,5193870696.jpg,NYC - The Met: The Astor Court,christiNYCa,"The Astor Court, located in The Metropolitan Museum of Art in New York City New York, United States, is a re-creation of a Ming Dynasty-style, Chinese-garden courtyard.;The first permanent cultural exchange between the U.S. and the People's Republic of China, the installation was completed in 1981. Conceived by museum trustee Brooke Astor, the courtyard was created and assembled by expert craftsmen from China using traditional methods, materials and hand tools.;;Details in the architectural elements can be easily missed, but amplify the Chinese sensibility that informs the design. For example, the court has several examples of Chinese wordplay. The colonnade jogs around a taihu rock called a &quot;bamboo shoot&quot; for its tall, narrow shape. This is a &quot;visual pun on the surrounding live bamboo.&quot;;;The court includes elaborate compositions of rocks. One large rock, part of a configuration salvaged from an abandoned garden near Tiger Hill at the edge of Suzhou, resembles a famous one in the Lion Grove Garden in Suzou, and illustrates an important quality of rock aesthetic, that the base should be narrower than the peak.;;<a href=http://en.wikipedia.org/wiki/Astor_Court rel=nofollow>en.wikipedia.org/wiki/Astor_Court</a>  addl The Astor Chinese Garden Court Date: 17th century style Medium: Taihu rocks, granite terrace, ceramic tile flooring, roof tiles, and door frames, various woods (nan wood columns, pine beams, gingko latticework), brass fittings Accession Number: Astor Court On view in Gallery 217","christiNYCa: themetropolitanmuseumofart,christiNYCa: themet,christiNYCa: artmuseum,christiNYCa: nyc,christiNYCa: manhattan,christiNYCa: fifthavenue,christiNYCa: museummile,christiNYCa: gothamist,christiNYCa: newyorkcity,Description,3D,Artwork,Space,architecture,Art2or3",Architecture,DeptSpaces
SET 23,5193872026.jpg,NYC - The Met: The Astor Court,christiNYCa,"The Astor Court, located in The Metropolitan Museum of Art in New York City New York, United States, is a re-creation of a Ming Dynasty-style, Chinese-garden courtyard.;The first permanent cultural exchange between the U.S. and the People's Republic of China, the installation was completed in 1981. Conceived by museum trustee Brooke Astor, the courtyard was created and assembled by expert craftsmen from China using traditional methods, materials and hand tools.;;Details in the architectural elements can be easily missed, but amplify the Chinese sensibility that informs the design. For example, the court has several examples of Chinese wordplay. The colonnade jogs around a taihu rock called a &quot;bamboo shoot&quot; for its tall, narrow shape. This is a &quot;visual pun on the surrounding live bamboo.&quot;;;The court includes elaborate compositions of rocks. One large rock, part of a configuration salvaged from an abandoned garden near Tiger Hill at the edge of Suzhou, resembles a famous one in the Lion Grove Garden in Suzou, and illustrates an important quality of rock aesthetic, that the base should be narrower than the peak.;;<a href=http://en.wikipedia.org/wiki/Astor_Court rel=nofollow>en.wikipedia.org/wiki/Astor_Court</a>  addl The Astor Chinese Garden Court Date: 17th century style Medium: Taihu rocks, granite terrace, ceramic tile flooring, roof tiles, and door frames, various woods (nan wood columns, pine beams, gingko latticework), brass fittings Accession Number: Astor Court On view in Gallery 217","christiNYCa: themetropolitanmuseumofart,christiNYCa: themet,christiNYCa: artmuseum,christiNYCa: nyc,christiNYCa: manhattan,christiNYCa: fifthavenue,christiNYCa: museummile,christiNYCa: gothamist,christiNYCa: newyorkcity,Description,3D,Artwork,Inhabited,Space,architecture,Art2or3",Architecture,DeptSpaces
