Category,File Name,Accession #,Title,Creator,Description,Keywords
SET 07,6956429074.jpg,7.68,CornHuskingAtNantucket_TheMET(6),rverc,"Eastman Johnson;(1824-1906);<b><i> Corn Husking at Nantucket </i></b> Ca. 1875;Oil on canvas;This picture was probably Johnsons final study for a large painting of 1876, now in the Art Institute of Chicago. As urbanization and industrialization increased in the late nineteenth century, both European and American painters celebrated preindustrial labor, often featuring indigenous crops in historically resonant regions. Johnson, for example, painted sev eral series of works highlighting maple sugaring, cranberry picking, and corn husking in New England. Especially evident in this canvas is the residue of Johnsons studies in France with Thomas Couture, who valued the freshness of the sketch, even in completed canvases.;Rogers Fund, 1907;07.68;;From the placard: Metropolitan Museum of Art;  addl accession","rverc: metropolitanmuseum,rverc: art,rverc: nyc,rverc: met,rverc: americanpainting,rverc: americanwing,rverc: eastmanjohnson,Description,AccessionInDesc,2D,Artwork"
SET 07,6956433500.jpg,15.30.63,TheMountainFord_TheMET(9),rverc,"[ This photograph was Identify the Painter (29) ];;Thomas Cole (1801-1848);;Detail from <b><i> The Mountain Ford </i></b> 1846;Oil on canvas;;Painted two years before Coles early death, this picture appears to be the record of an entirely imagined vision, with an implied symbolic meaning. The mountain in the center, with light at its summit and shadow at its base, dwarfs and dominates the forest around it. Civilization has laid no mark on pure nature. Just at the edge of a murky body of water, however, a horseman appears on a hesitating white mount, pausing momentarily before plunging in to ford the dark and frightening depths. This confrontation of man and wilderness draws on the long allegorical tradition of a lonely rider journeying through an awesome world;;Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914;15.30.63;;From the placard: Metropolitan Museum of Art;;;.;<a href=http://bighugelabs.com/onblack.php?id=6956433500&amp;bg=white&amp;size=large rel=nofollow>View On White</a>  addl accession","rverc: metropolitanmuseum,rverc: art,rverc: nyc,rverc: met,Description,AccessionInDesc,2D,Artwork"
SET 07,6956902997.jpg,1998.335,"Northern Zhou Dynasty Dish in the Metropolitan Museum of Art, September 2010",ElissaSCA,"Dish;;Period: Six Dynasties, late Northern Dynasties (557581) ;;Culture: China ;;Medium: Stoneware with relief and impressed decoration under celadon glaze (Northern ware);;Dimensions: H. 1 1/2 in. (3.8 cm); Diam. 5 1/8 in. (13 cm) ;;Classification: Ceramic ;;Credit Line: Purchase, Stanley Herzman Gift, 1998 ;;Accession Number: 1998.335;;Text from: <a href=http://www.metmuseum.org/Collections/search-the-collections/60012060 rel=nofollow>www.metmuseum.org/Collections/search-the-collections/6001...</a>;;The crisply rendered feline in spread-eagle position with head regardant, the ring of pearl beading, the design of scrolling leaves alternating with outstretched animals, the wreathlike motif, and the band of concave radiating lotus petals on this celadon dish all demonstrate the very strong influence of Western metalwork on Chinese ceramics of the sixth century.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: asian,ElissaSCA: fujifinepixs6000fd,ElissaSCA: chinese,ElissaSCA: dish,ElissaSCA: ceramic,ElissaSCA: pottery,ElissaSCA: ancient,ElissaSCA: ancientworld,Description,AccessionInDesc,3D,Artwork"
SET 07,6959411774.jpg,39.47.1,The 9 45 Accomodation_TheMET(7),rverc,"[ This Photograph was Identify the Painter (30)];;Edward Lamson Henry (1841-1919);;<b><i> The 9:45 Accommodation </i> </b>1867;Oil on canvas;;Henry, who was interested in all modes of transportation, painted this canvas for John Taylor Johnston, president of the New Jersey Central Railroad and first president of The Metropolitan Museum of Art. The artists wife recalled that Johnston paid her husband $500, and almost unheard-of-price at that time even by a man of reputation....It was placed on an easel at one of Mr. Johnstons artist receptions, attracting a good deal of attention, as also [did] the young artist. The particular station shown here is unidentified; many stations were built on the same model, and Henry may have combined elements from several different stations.;Bequest of Moses Tanenbaum, 1937;39.47.1;;From the placard: Metropolitan Museum of Art;;.;.;<a href=http://bighugelabs.com/onblack.php?id=6959411774&amp;bg=white&amp;size=large rel=nofollow>View On White</a>;  addl accession","rverc: metropolitanmuseum,rverc: art,rverc: nyc,rverc: met,Description,AccessionInDesc,2D,Artwork"
SET 07,6961917244.jpg,39.47.1,The 9 45 Accomodation_TheMET(5),rverc,"Edward Lamson Henry (1841-1919);;<b><i> The 9:45 Accommodation </i> </b> 1867;Oil on canvas;;Henry, who was interested in all modes of transportation, painted this canvas for John Taylor Johnston, president of the New Jersey Central Railroad and first president of The Metropolitan Museum of Art. The artists wife recalled that Johnston paid her husband $500, and almost unheard-of-price at that time even by a man of reputation....It was placed on an easel at one of Mr. Johnstons artist receptions, attracting a good deal of attention, as also [did] the young artist. The particular station shown here is unidentified; many stations were built on the same model, and Henry may have combined elements from several different stations.;Bequest of Moses Tanenbaum, 1937;39.47.1;;From the placard: Metropolitan Museum of Art;  addl accession","rverc: metropolitanmuseum,rverc: art,rverc: nyc,rverc: met,rverc: bench511,Description,AccessionInDesc,2D,Artwork"
SET 07,6967192188.jpg,1997.391.1,"Detail of At the Milliner's by Degas in the Metropolitan Museum of Art, August 2010",ElissaSCA,"At the Milliner's;;Edgar Degas (French, Paris 18341917 Paris) ;;Date: 1881 ;;Medium: Pastel on five pieces of wove paper, backed with paper, and laid down on canvas ;;Dimensions: 27 1/4 x 27 1/4 in. (69.2 x 69.2 cm) ;;Classification: Pastels &amp; Oil Sketches on Paper ;;Credit Line: The Walter H. and Leonore Annenberg Collection, Gift of Walter H. and Leonore Annenberg, 1997, Bequest of Walter H. Annenberg, 2002 ;;Accession Number: 1997.391.1;;Gallery Label:;;This work is perhaps the earliest of Degas's pastels of scenes in milliners' shops. It may have been conceived as a picture of a shopgirl (at left) adjusting a hat on a stand. However, once Degas drew the woman underneath the hat at the right and added the back of the sofa, the identity of the figure at the left was transformed, as shopgirls were not allowed to sit. Thus the picture became one of two friends or sisters. ;;;Text from: <a href=http://www.metmuseum.org/Collections/search-the-collections/110002449 rel=nofollow>www.metmuseum.org/Collections/search-the-collections/1100...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: 19thcentury,ElissaSCA: french,ElissaSCA: impressionism,ElissaSCA: degas,ElissaSCA: fujifinepixs6000fd,ElissaSCA: pastel,AccessionInDesc,Description,2D,Artwork"
SET 07,6967207506.jpg,50.53.1,"Leather Case in the Metropolitan Museum of Art, September 2010",ElissaSCA,"Case (etui) with an amorous inscription;;Date: 14501500 ;;Geography: Made in, Italy ;;Culture: Italian ;;Medium: Leather (Cuir bouilli), wood core, red cord ;;Dimensions: Overall (case only): 8 1/4 x 3 1/8 x 3 1/4 in. (20.9 x 8 x 8.2 cm) Overall (with strap extended): 15 9/16 x 3 1/8 x 3 1/4 in. (39.6 x 8 x 8.2 cm) ;;Classification: Leatherwork ;;Credit Line: Rogers Fund, 1950 ;;Accession Number: 50.53.1;;Description:;;The inscription in relief on the leather-&quot;In good faith, I love you with a true heart&quot; (the word &quot;heart&quot; is represented by a heart shape)-shows that this case was a love token or betrothal gift. Made from the stiffened leather known as cuir bouilli, it probably was made to carry writing tools. Similar cases can be seen in painted representations of scholars' studios, or studioli; one appears in an intarsia panel from the studiolo of Federico da Montefeltro, originally installed in his palace in Gubbio and now displayed in the Museum.;;;Text from: <a href=http://www.metmuseum.org/Collections/search-the-collections/170008325 rel=nofollow>www.metmuseum.org/Collections/search-the-collections/1700...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: italian,ElissaSCA: fujifinepixs6000fd,ElissaSCA: renaissance,ElissaSCA: inscription,ElissaSCA: leather,DescriptionInDesc,Description,AccessionInDesc,3D,Artwork"
SET 07,6967217334.jpg,5.42,"The Adoration of the Shepherds by El Greco in the Metropolitan Museum of Art, December 2010",ElissaSCA,"The Adoration of the Shepherds;;El Greco (Domenikos Theotokopoulos) (Greek, Candia [Iraklion] 1540/411614 Toledo) ;;Date: ca. 1610 ;;Medium: Oil on canvas ;;Dimensions: 56 7/8 x 39 7/8 in. (144.5 x 101.3 cm); with added strips 64 1/2 x 42 in. (163.8 x 106.7 cm) ;;Classification: Paintings ;;Credit Line: Rogers Fund, 1905 ;;Accession Number: 05.42;;Gallery Label:;;Painted in about 1610, this picture repeats many of the features of a painting done for Juan de Ribera, patriarch of Antioch and archbishop of Valencia. El Greco often made replicas or variants of important compositions. Here the quality is actually higher than the prime version, though some workshop participation was involved (note, for example, the foreshortened hand of the pointing shepherd). X-rays show that in laying the composition some alterations were made: most significantly, the head of Joseph was first placed closer to the Virgin.;;El Greco's late work is characterized by a tendency towards abstraction and an almost dance-like, restless movement, with gestures indicating excitement and wonder. Yet the placid, homely features of the ass are an example of the way El Greco anchors even his most imaginative flights of fancy in sober observation.;;Text from: <a href=http://www.metmuseum.org/Collections/search-the-collections/110001012 rel=nofollow>www.metmuseum.org/Collections/search-the-collections/1100...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: elgreco,ElissaSCA: painting,ElissaSCA: baroque,ElissaSCA: fujifinepixs6000fd,ElissaSCA: spanish,ElissaSCA: greek,ElissaSCA: christian,AccessionInDesc,Description,2D,Artwork"
SET 07,6967296140.jpg,39.11.11,"Terracotta Squat Lekythos Attributed to the Painter of Munich 2363 in the Metropolitan Museum of Art, September 2010",ElissaSCA,"Terracotta squat lekythos (oil flask);;Attributed to the Painter of Munich 2363 ;;Period: Classical ;;Date: ca. 440430 B.C. ;;Culture: Greek, Attic ;;Medium: Terracotta ;;Dimensions: H. 3 7/8 in. (9.8 cm) ;;Classification: Vases ;;Credit Line: Fletcher Fund, 1939 ;;Accession Number: 39.11.11;;Description:;;Amazons;;The subject is unclear. Indistinct lines indicating the terrain show that the archer is lying on the ground, either asleep or dead. The other figure seems to be coming to rouse her. The open eye on the shield identifies the critical element in the situationwill the fallen figure open her eyes or not?;;;Text from: <a href=http://www.metmuseum.org/Collections/search-the-collections/130014078 rel=nofollow>www.metmuseum.org/Collections/search-the-collections/1300...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: greek,ElissaSCA: vase,ElissaSCA: painting,ElissaSCA: terracotta,ElissaSCA: clay,ElissaSCA: pottery,ElissaSCA: ceramic,ElissaSCA: fujifinepixs6000fd,ElissaSCA: lekythos,ElissaSCA: redfigure,ElissaSCA: amazon,ElissaSCA: mythology,DescriptionInDesc,Description,AccessionInDesc,3D,Artwork"
SET 07,6967296804.jpg,41.162.101,"Detail of a Terracotta Amphora Attributed to the Gallatin Painter in the Metropolitan Museum of Art, December 2010",ElissaSCA,"Terracotta amphora (jar);;Attributed to the Gallatin Painter ;;Period: Classical ;;Date: ca. 480 B.C. ;;Culture: Greek, Attic ;;Medium: Terracotta ;;Dimensions: H. 14 7/16 in. (36.7 cm); diameter 10 13/16 in. (27.4 cm) ;;Classification: Vases ;;Credit Line: Rogers Fund, 1941 ;;Accession Number: 41.162.101;;Description:;;Obverse, Theseus killing the brigand Skiron;Reverse, Theseus slaying the Minotaur;;The exploits of Theseus differ from those of Herakles in that Theseus's major deeds had to do with the fortunes of Athens during its mythical past. The killing of Skiron occurred as Theseus was on his way to assert an ancestral claim to Attica. Skiron forced travelers to wash his feet and, while they were thus occupied, he kicked them into the sea. Later, Theseus killed the Minotaur to liberate Attica from Cretan domination.;;;Text from: <a href=http://www.metmuseum.org/Collections/search-the-collections/130014768 rel=nofollow>www.metmuseum.org/Collections/search-the-collections/1300...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: greek,ElissaSCA: vase,ElissaSCA: painting,ElissaSCA: terracotta,ElissaSCA: clay,ElissaSCA: pottery,ElissaSCA: ceramic,ElissaSCA: fujifinepixs6000fd,ElissaSCA: theseus,ElissaSCA: hero,ElissaSCA: mythology,ElissaSCA: redfigure,ElissaSCA: amphora,ElissaSCA: classical,ElissaSCA: black,ElissaSCA: orange,DescriptionInDesc,Description,AccessionInDesc,3D,Artwork"
SET 07,6967297162.jpg,08.258.22,"Terracotta Oinochoe Attributed to the Washing Painter in the Metropolitan Museum of Art, September 2010",ElissaSCA,"Terracotta oinochoe: chous (jug);;Attributed to the Washing Painter ;;Period: Classical;;Date: ca. 430420 B.C. ;;Culture: Greek, Attic ;;Medium: Terracotta ;;Dimensions: H. 8 3/4 in. (22.2 cm) ;;Classification: Vases ;;Credit Line: Rogers Fund, 1908 ;;Accession Number: 08.258.22;;Description:;;The return of Hephaistos to Mount Olympos;;The two exceptionally large and boisterous depictions of the subject by Lydos (in the gallery of sixth-century Greek art) find a very different sequel here. The procession has been reduced to essentials and the donkey now carries not only Hephaistos but also Dionysos, who grasps his kantharos (drinking cup) with both hands. Hephaistos behind him holds a hammer and tongs in his left hand and gestures with his right.;;Text from: <a href=http://www.metmuseum.org/Collections/search-the-collections/130008568 rel=nofollow>www.metmuseum.org/Collections/search-the-collections/1300...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: greek,ElissaSCA: vase,ElissaSCA: painting,ElissaSCA: terracotta,ElissaSCA: clay,ElissaSCA: pottery,ElissaSCA: ceramic,ElissaSCA: fujifinepixs6000fd,ElissaSCA: classical,ElissaSCA: redfigure,ElissaSCA: oinochoe,ElissaSCA: god,ElissaSCA: mythology,DescriptionInDesc,Description,AccessionInDesc,3D,Artwork"
